-6.633235712143409693e-16,-1.662103106243959655e-16,-3.132246735541703055e-15,-7.945167562937679485e-15,-1.448432480793721173e-15,-5.466547883067505390e-16,-7.304391797021011178e-16,-1.910726863900002060e-16,1.508672087573907725e-16,-2.182327660799738243e-15,-5.030081241823792430e-15,-7.761462422062456387e-16,-3.420959609679225834e-16,-3.153598477378293441e-15,-4.210554723384620033e-16,-1.563634149697107952e-15,-2.394286538542694191e-15,-5.050107840319072866e-16,-1.206778427865042372e-15,-2.165956419753443940e-16,-2.848304668600471715e-15,-3.288718284855042702e-15,-6.238232908619681036e-15,-5.953568004937086558e-16,-5.692138697305335233e-15,-5.496329561492966590e-16,4.333706431772698861e-17,-1.153080731822208639e-14,-7.327953077240073609e-16,-6.245605906909056093e-16,-1.667359580956383029e-15,-6.832146576729505177e-15,1.275212337256085432e-16,-3.834219573106310494e-16,-3.209523774781199417e-16,-1.304588710416285449e-15,-6.415188785092063462e-16,-1.055878195410620522e-14,-1.373426336885813590e-15,-1.645943729313597333e-15,-1.558571116134013779e-15,-3.966262903979072933e-15,-2.199357681720759579e-15,-7.109121056525741049e-18,8.802390210668330651e-17,-4.821341711320223464e-16,-3.536378701352260951e-16,-2.358531054377603631e-15,-1.264610936415721653e-14,-1.704299428939971914e-15
4.457537354705357231e-17,1.211046415128019978e-16,-1.675221529014560631e-16,-6.183016524854067705e-16,-8.616807938902873616e-17,-2.851630649346984132e-16,-1.596836041284463610e-16,-1.098548793029624146e-18,2.806551026498518234e-16,-2.207054458354222592e-16,-6.719385845021868479e-16,-2.922244609786022948e-16,-7.866310277855961819e-17,-2.457908559639503977e-16,-2.054798168502893971e-16,-1.651626367477608028e-16,-9.870411406883317779e-17,-2.005930720193425248e-16,-2.039240290844200609e-16,-2.371932597910824357e-16,-2.544501796628495169e-16,-1.206452320180349466e-16,-1.080183001150782779e-15,-2.453217055902899221e-16,-3.235504922251448978e-16,-1.027644723806150732e-16,2.114981976987680146e-16,-1.040366946915673510e-15,-1.491095624522788959e-16,1.215936971607229494e-17,-4.982501905633970885e-17,-3.789553408215223101e-16,1.606841617973905033e-16,2.056469470386945112e-16,-1.452931496293062390e-16,-1.803413612834394580e-16,2.429719303154880862e-17,-1.225239934466923475e-15,-6.826407928511857293e-17,3.823760833790088021e-17,-7.021515615164780968e-16,-3.021025592094819454e-16,-2.953714001358888341e-16,3.306067531318060502e-17,3.400589790786739995e-17,-2.759826306847806875e-16,1.944795587829754088e-16,-1.062423896620412304e-16,-6.772244406699681057e-16,-2.293380879964828679e-16
-8.247956854109147855e-17,1.846321125568745232e-16,-3.792803897150311479e-16,-5.759500051226917536e-16,-8.616807938902873616e-17,-1.369322991651958539e-16,-1.596836041284463610e-16,2.007727488832788433e-17,1.536001605617067726e-16,-2.630570931981372762e-16,-5.872352897767568140e-16,-3.769277557040323287e-16,6.956766299094294115e-17,-9.756009019444783839e-17,2.745424364464319616e-17,-2.710417551545483451e-16,-1.834074087942632117e-16,-5.236230624983996551e-17,-9.804491067763251855e-17,-2.371932597910824357e-16,-1.273952375747044660e-16,-7.829358465531992967e-17,-1.207237943238927830e-15,-2.241458819089324137e-16,-3.447263159065024063e-16,-2.086435907874026156e-16,1.903223740174105061e-16,-1.061542770597031018e-15,4.147285067993868035e-17,9.686266444150232885e-17,-7.473371693624691892e-18,-2.307245750520197508e-16,1.183325144346754863e-16,2.268227707200520197e-16,-2.299964443547362729e-16,-1.591655376020819496e-16,8.782466407562133405e-17,-1.161712463422850949e-15,-1.106157266478335899e-16,-4.114039024814136747e-18,-8.292065036046231477e-16,-1.115201460772643691e-16,-2.741955764545313257e-16,1.177639700386106389e-16,-2.952157313620512548e-17,-2.971584543661381960e-16,2.368312061456904257e-16,-2.153909493661119653e-17,-8.254552064394706651e-16,-1.022831459083378171e-16
-1.387177387388895122e-16,3.339893262671068952e-17,-1.849667964501583786e-15,-6.432489433039732547e-15,-5.647619704388833275e-16,5.310113073808252898e-17,-3.028616066093402052e-16,-1.783396106708407328e-16,-1.515509761040618065e-16,-1.581389760216571003e-15,-4.304949610273856161e-15,-6.814312298025065884e-16,-2.624715816733477411e-16,-2.262879011775964511e-15,-5.069195727785448524e-17,-3.510312056493897909e-16,-1.491959386370751532e-15,-4.971465066331247351e-16,-9.062547380692424423e-16,-1.795440915218363478e-16,-1.440371479992938811e-15,-2.297469931517698814e-15,-4.146688756799001008e-15,-5.109995187272320036e-16,-3.819420636968356986e-15,-8.921205110366467461e-17,-4.062127551850472883e-16,-7.338933165335331105e-15,-3.890930546507354038e-16,-2.825970845001099171e-16,-1.291918368074781998e-15,-3.494001590061569101e-15,-1.520062033736517895e-16,-3.474582089196343385e-16,-2.703745049503487700e-16,-1.451313875122043490e-15,-7.537343856966072925e-16,-1.175958879969310478e-14,-1.081250686180796824e-15,-1.116794729746429030e-15,-2.298576580063286558e-15,-2.824534277122555878e-15,-1.712654032536096299e-15,-2.381073671598474360e-16,-1.001612754359065913e-16,-2.584647452559204767e-16,-2.076972432270827486e-17,-9.935759998763987050e-16,-1.088868074651278429e-14,-8.205955666628359305e-16
-2.591098137848138298e-16,2.937589670416718667e-16,-1.985654445502051807e-15,-7.930318254809143948e-15,-7.574943649494691317e-16,-2.090184028665626435e-16,-2.868635894554298280e-17,1.864273988885800128e-16,-1.764970493127666126e-16,-1.831472002728666906e-15,-5.095435326183729054e-15,-7.744905045526002951e-16,-2.526050242663744304e-16,-1.703856113071202695e-15,-5.373915830560183071e-17,-9.917566789848148746e-16,-1.698969368240255823e-15,-5.320931802127058449e-16,-1.133803151327295380e-15,-5.713963559982526350e-16,-1.689074752866904713e-15,-2.229920112765352430e-15,-3.966499437929593697e-15,-7.233231500330993338e-16,-3.847686126418232988e-15,-6.068420378628849345e-16,-2.053242539555702245e-16,-7.265870644404016920e-15,-1.429086460036669767e-16,-4.469672160465959151e-16,-7.205086713076101074e-16,-3.008311521677413999e-15,-8.669636325031940260e-17,-1.937075411911123174e-16,-1.287543019385739909e-17,-1.597673756869298113e-15,-3.450093307900037494e-16,-1.506657271478097603e-14,-4.326637941827861725e-16,-9.942102157956553624e-16,-2.869402459371563421e-15,-2.789647954640466637e-15,-1.459012981096111453e-15,-1.904480856181838650e-16,-2.267200150356382324e-16,-7.744955867502838209e-16,-1.950442650609980101e-16,-1.904812562224917315e-15,-1.374316319697449604e-14,-1.200793928334453926e-15
-4.360846426193910712e-16,-2.285306538395127061e-16,-1.440654388997321747e-15,-6.438016217141448450e-15,-4.028509608267337753e-16,-4.608229809977817601e-17,-2.680240944008364934e-16,2.950215755286728081e-17,-4.793655910043624624e-16,-1.217093277459350021e-15,-3.931160799853670659e-15,-8.375263788499101060e-16,-3.516298461848617676e-16,-1.866283733371838565e-15,-1.388266883517300966e-16,-3.525330149172063666e-16,-1.014899948444407309e-15,-3.791762046625188690e-16,-6.651105989748107294e-16,-4.035794356311520753e-16,-1.667857662799148159e-15,-2.068813241822612628e-15,-7.240341071373772308e-15,-9.604680230670698676e-16,-3.525107816258299213e-15,-3.810877462662350112e-16,-6.720338227691937533e-17,-1.087956476617619669e-14,-3.127454223126138223e-16,6.500183776788704196e-17,-1.022974978228378571e-15,-3.950118244246169155e-15,8.127154073962923608e-17,-2.165360849712405760e-16,9.195124977596667512e-18,-1.581642599551326411e-15,4.266065556978522640e-17,-1.261317185272852262e-14,-1.037446165555303869e-15,-6.293668673918633230e-16,-1.961911264957566514e-15,-2.380893147701590787e-15,-1.489643068897366241e-15,-1.662731234113907922e-16,-1.345147877243932756e-16,-3.723181296131805216e-17,-2.328383457718928573e-16,-1.113096729482504564e-15,-1.011102805620984688e-14,-6.434166028879704027e-16
-3.649891439498381858e-16,1.667040249535268158e-16,-1.964478198304220671e-15,-8.057373461595085016e-15,-7.363187530263484368e-16,-2.513700502292776605e-16,-1.769170188359271353e-16,2.076033284490559280e-16,-3.035519384613524600e-16,-2.022054415860884483e-15,-5.010731607941825393e-15,-7.109630335085277697e-16,-4.431873315194735999e-16,-1.661504465708487678e-15,-7.491487610784093240e-17,-1.012932396787053976e-15,-1.720144768405139704e-15,-3.626863790036089635e-16,-1.006748209239150330e-15,-6.137480033609676519e-16,-1.604371458141474679e-15,-2.208744289083994922e-15,-4.135906450896927392e-15,-5.327408427800001643e-16,-3.890037773780948005e-15,-6.068420378628849345e-16,-1.841484038044331143e-16,-7.265870432645780107e-15,-2.276115172126233835e-16,-3.834398508816417965e-16,-7.205082477911364802e-16,-3.198893934809631575e-15,1.918275515646813978e-17,-1.513558938283973004e-16,-1.187544427215265347e-16,-1.555321897748346283e-15,-1.544269176577861731e-16,-1.515127600950640606e-14,-2.844330548830632148e-16,-8.883308856306310064e-16,-2.975281154261877337e-15,-2.895527496563727807e-15,-1.395485510052038927e-15,-3.175030177801615652e-16,-1.420166938404285968e-16,-7.533197630689263125e-16,-2.162201416819147220e-16,-1.777757620136772264e-15,-1.365845942579303317e-14,-1.264321611136763265e-15
-5.113327157633647949e-17,1.974553575802471769e-16,-2.252274900430169518e-16,-1.146946195956009610e-16,-2.691523422865792214e-16,1.306647665531325892e-16,-1.465778868520541990e-16,8.183371413891741179e-17,7.114730664567830661e-17,-4.710599945508093945e-17,-4.984243617131762540e-17,2.633800973011718829e-18,-1.148900528026403427e-17,8.179841456816822932e-17,-3.855867617655762275e-16,-1.571654076430983688e-16,2.907469423864612215e-17,1.351682366268675566e-17,4.378366486900986784e-17,-3.993547678168538715e-17,-1.422521110971224136e-17,-1.100405489250005572e-15,1.829510309293658645e-16,-1.048939264449021852e-16,-6.697941617775349764e-16,-4.381099755308682239e-17,4.274337032231807895e-17,-1.045101216717127870e-16,9.189841775024291324e-17,-7.872617033718311123e-17,-4.451237547160153372e-17,3.870771162362701689e-17,5.258995131749823404e-17,-1.003586804347311463e-17,5.743696480246780611e-17,5.947740451347201474e-18,1.000777271955090150e-16,3.119859513962819353e-16,-2.263360795679120509e-16,1.606960033014495062e-16,-1.779370582626581265e-16,-3.660229263620612861e-17,3.933907521733643830e-18,-9.865006277888651275e-17,-2.027776782992728216e-17,2.230984197905340645e-17,1.783463716315774349e-16,-8.450237136556877294e-17,3.432813852319662018e-17,-4.687508536964186135e-17
-2.817181579499774097e-17,5.223766998386292551e-17,9.915579438795653344e-20,-7.522082126510285798e-17,2.972037441590366993e-17,-5.470045798267420629e-17,-9.264925786406342199e-17,-1.007666961899139063e-16,-3.484565828317613407e-16,-4.987320434327366581e-17,3.269803271519245726e-17,4.317229738433193847e-17,-1.183051886265373736e-16,-1.158408826220550873e-16,-6.317198190402173626e-17,3.200075564796205413e-17,-2.218664221560764135e-17,-9.990006022536483558e-17,5.868869166388712712e-17,2.653401927524836628e-17,-1.125600276023365526e-16,5.830127775951349234e-18,1.183446066972447149e-16,-1.023302051956629362e-16,-2.011297732705465309e-16,-8.531135651203686581e-17,4.549879283047855438e-17,6.520798224007594935e-17,-1.006501044363397035e-16,-5.959915309193063212e-17,7.041547845105671665e-18,-1.125059865487499679e-16,8.758179536917448646e-17,9.297691237650180179e-17,1.745265471861788340e-16,-1.169540901153643110e-16,-4.544262728627324940e-17,8.958347505103568531e-17,-9.083721285314760808e-17,-1.183678683408511559e-16,3.726854970668275722e-17,-4.690459684745228057e-17,-3.140600482592303141e-17,-6.873283922952992350e-17,-2.985312527845341539e-17,-1.295578119507182012e-16,2.089947070371451432e-17,-1.594597532607096908e-16,1.129959980038687246e-16,2.429006935211350195e-17
-1.111790498798720026e-16,7.766742547522953878e-17,-1.595461200931951474e-16,-3.089397992335513071e-17,-8.757643048251662066e-17,6.192020782868401437e-17,-3.526714849517477435e-16,-1.903548933048739271e-16,-1.637876508114608572e-16,1.044431742224261140e-17,5.796243811083217051e-17,-1.037661343356769738e-16,-2.469590603438934052e-16,-6.376717080220563677e-17,-5.275272491105315389e-16,-2.707385099148057926e-18,1.547730370386952386e-16,1.321341513749128519e-16,2.536732121705021199e-17,-1.449986766399598113e-16,-6.638226686281031616e-17,-7.402555504069496112e-16,6.594522268794679014e-17,-2.373106110774047212e-16,-7.914197285528983689e-16,-2.242292015372881956e-17,-2.056634304735560085e-17,-2.716717619652580264e-17,-5.245273073927211856e-17,6.128172200310535826e-17,-1.508449873774151480e-17,3.506394529112846770e-16,-2.000759551997189008e-16,-4.169628208955660376e-17,-1.384663766259235011e-17,-8.267875417543152460e-17,7.357732622056542305e-17,4.120853404874797593e-16,-2.097063703778902803e-16,-1.477441304520539378e-16,-3.166742787593344877e-16,5.489776449530707915e-17,1.494759905389428161e-17,-9.542484586587285530e-17,-1.426894766680046269e-16,-6.004733030115982570e-17,-1.007901874730755587e-16,4.878780029028281889e-17,1.306159250534789362e-16,2.361660691811607705e-17
